"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Algeria","Suecia","Hombres","18 a 34",0,575,575,0.0345
"Angola","Suecia","Hombres","18 a 34",0,25,25,0.1162
"Apátrida","Suecia","Hombres","18 a 34",2550,2080,4630,0.6336
"Armenia","Suecia","Hombres","18 a 34",20,385,405,0.0538
"Azerbaijan","Suecia","Hombres","18 a 34",50,500,550,0.1306
"Bangladesh","Suecia","Hombres","18 a 34",35,290,325,0.0648
"Benin","Suecia","Hombres","18 a 34",0,20,20,0.0771
"Bhutan","Suecia","Hombres","18 a 34",0,5,5,0.4876
"Bielorrusia","Suecia","Hombres","18 a 34",15,755,770,0.1214
"Bolivia","Suecia","Hombres","18 a 34",0,100,100,0.0521
"Bosnia y Herzegovina","Suecia","Hombres","18 a 34",5,520,525,0.0214
"Bulgaria","Suecia","Hombres","18 a 34",0,10,10,0
"Burkina Faso","Suecia","Hombres","18 a 34",0,15,15,0.1144
"Burundi","Suecia","Hombres","18 a 34",10,75,85,0.2733
"Camerún","Suecia","Hombres","18 a 34",20,85,105,0.1714
"Chad","Suecia","Hombres","18 a 34",0,30,30,0.2069
"Chile","Suecia","Hombres","18 a 34",0,25,25,0
"China (incluye Hong Kong)","Suecia","Hombres","18 a 34",25,100,125,0.1824
"Colombia","Suecia","Hombres","18 a 34",0,30,30,0.1061
"Congo","Suecia","Hombres","18 a 34",0,30,30,0.1659
"Corea del Norte","Suecia","Hombres","18 a 34",0,5,5,0.3238
"Corea del Sur","Suecia","Hombres","18 a 34",0,5,5,0
"Costa de Marfil","Suecia","Hombres","18 a 34",5,85,90,0.1818
"Croacia","Suecia","Hombres","18 a 34",0,5,5,0.0175
"Cuba","Suecia","Hombres","18 a 34",0,70,70,0.5357
"Desconocido","Suecia","Hombres","18 a 34",30,1130,1160,0.2548
"Djibouti","Suecia","Hombres","18 a 34",0,20,20,0.2893
"Ecuador","Suecia","Hombres","18 a 34",0,10,10,0.0604
"Egipto","Suecia","Hombres","18 a 34",30,355,385,0.1712
"El Salvador","Suecia","Hombres","18 a 34",0,100,100,0.0917
"Eritrea","Suecia","Hombres","18 a 34",4000,1300,5300,0.7331
"Estados Unidos","Suecia","Hombres","18 a 34",0,5,5,0.0422
"Etiopía","Suecia","Hombres","18 a 34",85,370,455,0.2898
"Gambia","Suecia","Hombres","18 a 34",20,180,200,0.1146
"Georgia","Suecia","Hombres","18 a 34",0,1020,1020,0.0237
"Ghana","Suecia","Hombres","18 a 34",15,190,205,0.1155
"Guatemala","Suecia","Hombres","18 a 34",0,5,5,0.0602
"Guinea","Suecia","Hombres","18 a 34",5,135,140,0.2335
"Guinea-Bissau","Suecia","Hombres","18 a 34",0,20,20,0.1326
"Honduras","Suecia","Hombres","18 a 34",0,10,10,0.0849
"India","Suecia","Hombres","18 a 34",0,175,175,0.0161
"Indonesia","Suecia","Hombres","18 a 34",0,25,25,0
"Irán","Suecia","Hombres","18 a 34",665,1430,2095,0.452
"Iraq","Suecia","Hombres","18 a 34",1665,7475,9140,0.5423
"Israel","Suecia","Hombres","18 a 34",0,20,20,0.0173
"Jordán","Suecia","Hombres","18 a 34",20,210,230,0.1259
"Kazakhstan","Suecia","Hombres","18 a 34",10,490,500,0.0671
"Kenya","Suecia","Hombres","18 a 34",5,130,135,0.0886
"Kosovo","Suecia","Hombres","18 a 34",25,1440,1465,0.0396
"Kuwait","Suecia","Hombres","18 a 34",0,35,35,0.5166
"Kyrgyzstan","Suecia","Hombres","18 a 34",15,490,505,0.0755
"Letonia","Suecia","Hombres","18 a 34",0,5,5,0
"Líbano","Suecia","Hombres","18 a 34",15,390,405,0.0642
"Liberia","Suecia","Hombres","18 a 34",0,70,70,0.1096
"Libia","Suecia","Hombres","18 a 34",45,1285,1330,0.2247
"Macedonia","Suecia","Hombres","18 a 34",5,485,490,0.0034
"Mali","Suecia","Hombres","18 a 34",10,55,65,0.2426
"Marruecos","Suecia","Hombres","18 a 34",10,425,435,0.0477
"Mauritania","Suecia","Hombres","18 a 34",5,30,35,0.1425
"Moldavia","Suecia","Hombres","18 a 34",0,20,20,0.0211
"Mongolia","Suecia","Hombres","18 a 34",0,1195,1195,0.0236
"Montenegro","Suecia","Hombres","18 a 34",0,95,95,0.008
"Myanmar/Burma","Suecia","Hombres","18 a 34",5,10,15,0.5402
"Nepal","Suecia","Hombres","18 a 34",0,130,130,0.0908
"Nicaragua","Suecia","Hombres","18 a 34",0,55,55,0
"Níger","Suecia","Hombres","18 a 34",0,30,30,0.1614
"Nigeria","Suecia","Hombres","18 a 34",55,805,860,0.0775
"Pakistán","Suecia","Hombres","18 a 34",45,330,375,0.1234
"Palestina","Suecia","Hombres","18 a 34",5,5,10,0.5854
"Perú","Suecia","Hombres","18 a 34",0,10,10,0.0909
"Rep. Dem. Congo","Suecia","Hombres","18 a 34",20,125,145,0.1599
"Ruanda","Suecia","Hombres","18 a 34",0,10,10,0.3378
"Rumanía","Suecia","Hombres","18 a 34",0,15,15,0.0084
"Rusia","Suecia","Hombres","18 a 34",135,915,1050,0.1363
"Senegal","Suecia","Hombres","18 a 34",5,85,90,0.1281
"Serbia","Suecia","Hombres","18 a 34",40,2470,2510,0.0176
"Sierra Leona","Suecia","Hombres","18 a 34",5,75,80,0.2075
"Siria","Suecia","Hombres","18 a 34",8685,1250,9935,0.84
"Somalia","Suecia","Hombres","18 a 34",3895,6385,10280,0.616
"Sri Lanka","Suecia","Hombres","18 a 34",5,40,45,0.2585
"Sudán","Suecia","Hombres","18 a 34",105,230,335,0.423
"Tailandia","Suecia","Hombres","18 a 34",0,15,15,0.046
"Tajikistán","Suecia","Hombres","18 a 34",5,80,85,0.0859
"Tanzania","Suecia","Hombres","18 a 34",0,45,45,0.0707
"Togo","Suecia","Hombres","18 a 34",0,40,40,0.1412
"Túnez","Suecia","Hombres","18 a 34",0,430,430,0.0223
"Turquía","Suecia","Hombres","18 a 34",30,530,560,0.1248
"Ucrania","Suecia","Hombres","18 a 34",5,185,190,0.0572
"Uganda","Suecia","Hombres","18 a 34",195,160,355,0.3593
"Uzbekistán","Suecia","Hombres","18 a 34",55,945,1000,0.125
"Venezuela","Suecia","Hombres","18 a 34",0,15,15,0.0709
"Vietnam","Suecia","Hombres","18 a 34",0,225,225,0.0474
"Yemen","Suecia","Hombres","18 a 34",120,225,345,0.3353
"Zimbabwe","Suecia","Hombres","18 a 34",0,10,10,0.3328
"Afganistán","Alemania","Mujeres","18 a 34",1650,1395,3045,0.5653
"Albania","Alemania","Mujeres","18 a 34",35,600,635,0.102
"Algeria","Alemania","Mujeres","18 a 34",5,70,75,0.0587
"Angola","Alemania","Mujeres","18 a 34",20,50,70,0.1866
"Apátrida","Alemania","Mujeres","18 a 34",195,55,250,0.751
"Armenia","Alemania","Mujeres","18 a 34",25,390,415,0.0902
"Azerbaijan","Alemania","Mujeres","18 a 34",55,420,475,0.2077
"Bahréin","Alemania","Mujeres","18 a 34",5,0,5,0.7665
"Bangladesh","Alemania","Mujeres","18 a 34",5,25,30,0.1079
"Benin","Alemania","Mujeres","18 a 34",0,25,25,0.1271
"Bielorrusia","Alemania","Mujeres","18 a 34",5,40,45,0.1942
"Bosnia y Herzegovina","Alemania","Mujeres","18 a 34",10,1680,1690,0.0368
"Bulgaria","Alemania","Mujeres","18 a 34",0,60,60,0
"Burkina Faso","Alemania","Mujeres","18 a 34",0,25,25,0.1839
"Burundi","Alemania","Mujeres","18 a 34",0,10,10,0.3961
"Camerún","Alemania","Mujeres","18 a 34",35,240,275,0.2651
"China (incluye Hong Kong)","Alemania","Mujeres","18 a 34",80,265,345,0.2802
"Colombia","Alemania","Mujeres","18 a 34",0,15,15,0.1715
"Congo","Alemania","Mujeres","18 a 34",0,25,25,0.2576
"Corea del Norte","Alemania","Mujeres","18 a 34",0,5,5,0.4551
"Costa de Marfil","Alemania","Mujeres","18 a 34",10,45,55,0.2793
"Croacia","Alemania","Mujeres","18 a 34",0,10,10,0.0302
"Cuba","Alemania","Mujeres","18 a 34",0,20,20,0.668
"Desconocido","Alemania","Mujeres","18 a 34",455,505,960,0.3736
"Egipto","Alemania","Mujeres","18 a 34",40,25,65,0.2649
"Eritrea","Alemania","Mujeres","18 a 34",460,90,550,0.8273
"Eslovaquia","Alemania","Mujeres","18 a 34",0,5,5,0
"Etiopía","Alemania","Mujeres","18 a 34",130,475,605,0.4157
"Gambia","Alemania","Mujeres","18 a 34",20,70,90,0.1842
"Georgia","Alemania","Mujeres","18 a 34",5,400,405,0.0405
"Ghana","Alemania","Mujeres","18 a 34",5,315,320,0.1855
"Guinea","Alemania","Mujeres","18 a 34",100,100,200,0.347
"Haití","Alemania","Mujeres","18 a 34",0,5,5,0.1409
"India","Alemania","Mujeres","18 a 34",5,190,195,0.0277
"Irán","Alemania","Mujeres","18 a 34",1720,1015,2735,0.59
"Iraq","Alemania","Mujeres","18 a 34",3195,2510,5705,0.6739
"Israel","Alemania","Mujeres","18 a 34",0,5,5,0.0298
"Jordán","Alemania","Mujeres","18 a 34",5,15,20,0.2008
"Kazakhstan","Alemania","Mujeres","18 a 34",0,20,20,0.1114
"Kenya","Alemania","Mujeres","18 a 34",25,320,345,0.145
"Kosovo","Alemania","Mujeres","18 a 34",65,1645,1710,0.0671
"Kyrgyzstan","Alemania","Mujeres","18 a 34",10,35,45,0.1246
"Líbano","Alemania","Mujeres","18 a 34",20,225,245,0.1068
"Libia","Alemania","Mujeres","18 a 34",15,0,15,0.3357
"Macedonia","Alemania","Mujeres","18 a 34",10,3545,3555,0.006
"Mali","Alemania","Mujeres","18 a 34",0,20,20,0.3584
"Marruecos","Alemania","Mujeres","18 a 34",5,110,115,0.0803
"Moldavia","Alemania","Mujeres","18 a 34",0,20,20,0.0363
"Mongolia","Alemania","Mujeres","18 a 34",0,60,60,0.0405
"Montenegro","Alemania","Mujeres","18 a 34",0,235,235,0.0139
"Myanmar/Burma","Alemania","Mujeres","18 a 34",55,0,55,0.672
"Nepal","Alemania","Mujeres","18 a 34",0,5,5,0.1483
"Níger","Alemania","Mujeres","18 a 34",0,10,10,0.2513
"Nigeria","Alemania","Mujeres","18 a 34",120,745,865,0.1279
"Pakistán","Alemania","Mujeres","18 a 34",190,295,485,0.1972
"Rep. Dem. Congo","Alemania","Mujeres","18 a 34",55,190,245,0.2492
"Ruanda","Alemania","Mujeres","18 a 34",15,35,50,0.4708
"Rumanía","Alemania","Mujeres","18 a 34",0,15,15,0.0146
"Rusia","Alemania","Mujeres","18 a 34",230,2540,2770,0.2158
"Senegal","Alemania","Mujeres","18 a 34",0,10,10,0.204
"Serbia","Alemania","Mujeres","18 a 34",35,8570,8605,0.0303
"Sierra Leona","Alemania","Mujeres","18 a 34",20,60,80,0.3135
"Siria","Alemania","Mujeres","18 a 34",4895,815,5710,0.9016
"Somalia","Alemania","Mujeres","18 a 34",555,285,840,0.7367
"Sri Lanka","Alemania","Mujeres","18 a 34",165,175,340,0.3781
"Sudán","Alemania","Mujeres","18 a 34",5,10,15,0.5611
"Tajikistán","Alemania","Mujeres","18 a 34",0,35,35,0.1407
"Togo","Alemania","Mujeres","18 a 34",0,65,65,0.2228
"Túnez","Alemania","Mujeres","18 a 34",5,50,55,0.0382
"Turkmenistán","Alemania","Mujeres","18 a 34",5,5,10,0.2919
"Turquía","Alemania","Mujeres","18 a 34",120,795,915,0.1991
"Ucrania","Alemania","Mujeres","18 a 34",5,50,55,0.0956
"Uganda","Alemania","Mujeres","18 a 34",15,65,80,0.4945
"Uzbekistán","Alemania","Mujeres","18 a 34",0,15,15,0.1995
"Vietnam","Alemania","Mujeres","18 a 34",0,1525,1525,0.0799
"Zimbabwe","Alemania","Mujeres","18 a 34",0,20,20,0.4652
"Afganistán","Austria","Mujeres","18 a 34",735,370,1105,0.615
"Albania","Austria","Mujeres","18 a 34",0,30,30,0.1225
"Algeria","Austria","Mujeres","18 a 34",0,5,5,0.0711
"Apátrida","Austria","Mujeres","18 a 34",35,40,75,0.7875
"Armenia","Austria","Mujeres","18 a 34",45,380,425,0.1085
"Azerbaijan","Austria","Mujeres","18 a 34",20,85,105,0.2436
"Bangladesh","Austria","Mujeres","18 a 34",5,5,10,0.1293
"Bielorrusia","Austria","Mujeres","18 a 34",0,30,30,0.2284
"Bosnia y Herzegovina","Austria","Mujeres","18 a 34",0,35,35,0.0448
"Camerún","Austria","Mujeres","18 a 34",10,30,40,0.3071
"China (incluye Hong Kong)","Austria","Mujeres","18 a 34",25,180,205,0.3235
"Cuba","Austria","Mujeres","18 a 34",0,5,5,0.712
"Desconocido","Austria","Mujeres","18 a 34",5,30,35,0.4228
"Egipto","Austria","Mujeres","18 a 34",10,10,20,0.3068
"Eritrea","Austria","Mujeres","18 a 34",10,0,10,0.8548
"Etiopía","Austria","Mujeres","18 a 34",10,30,40,0.4664
"Filipinas","Austria","Mujeres","18 a 34",0,5,5,0
"Georgia","Austria","Mujeres","18 a 34",35,235,270,0.0493
"Ghana","Austria","Mujeres","18 a 34",0,15,15,0.2186
"Guinea","Austria","Mujeres","18 a 34",5,5,10,0.395
"India","Austria","Mujeres","18 a 34",0,50,50,0.0338
"Irán","Austria","Mujeres","18 a 34",235,185,420,0.6387
"Iraq","Austria","Mujeres","18 a 34",185,30,215,0.7174
"Kazakhstan","Austria","Mujeres","18 a 34",0,40,40,0.1335
"Kenya","Austria","Mujeres","18 a 34",0,30,30,0.1724
"Kosovo","Austria","Mujeres","18 a 34",30,335,365,0.0812
"Kyrgyzstan","Austria","Mujeres","18 a 34",10,55,65,0.1489
"Líbano","Austria","Mujeres","18 a 34",0,10,10,0.1281
"Macedonia","Austria","Mujeres","18 a 34",5,90,95,0.0073
"Marruecos","Austria","Mujeres","18 a 34",0,10,10,0.0969
"Moldavia","Austria","Mujeres","18 a 34",5,30,35,0.0442
"Mongolia","Austria","Mujeres","18 a 34",0,215,215,0.0493
"Nepal","Austria","Mujeres","18 a 34",0,35,35,0.1762
"Nigeria","Austria","Mujeres","18 a 34",20,495,515,0.1526
"Pakistán","Austria","Mujeres","18 a 34",10,10,20,0.2318
"Rep. Dem. Congo","Austria","Mujeres","18 a 34",30,35,65,0.2897
"Rusia","Austria","Mujeres","18 a 34",430,2110,2540,0.2526
"Serbia","Austria","Mujeres","18 a 34",25,300,325,0.037
"Sierra Leona","Austria","Mujeres","18 a 34",0,5,5,0.3594
"Siria","Austria","Mujeres","18 a 34",205,95,300,0.9184
"Somalia","Austria","Mujeres","18 a 34",280,105,385,0.7747
"Sri Lanka","Austria","Mujeres","18 a 34",0,5,5,0.4276
"Sudán","Austria","Mujeres","18 a 34",10,0,10,0.611
"Tajikistán","Austria","Mujeres","18 a 34",0,10,10,0.1675
"Túnez","Austria","Mujeres","18 a 34",0,5,5,0.0465
"Turquía","Austria","Mujeres","18 a 34",40,165,205,0.234
"Ucrania","Austria","Mujeres","18 a 34",20,100,120,0.115
"Uganda","Austria","Mujeres","18 a 34",0,5,5,0.5458
"Uzbekistán","Austria","Mujeres","18 a 34",0,25,25,0.2344
"Vietnam","Austria","Mujeres","18 a 34",0,5,5,0.0964
"Afganistán","Bélgica","Mujeres","18 a 34",405,365,770,0.598
"Albania","Bélgica","Mujeres","18 a 34",80,525,605,0.1151
"Algeria","Bélgica","Mujeres","18 a 34",10,55,65,0.0666
"Angola","Bélgica","Mujeres","18 a 34",5,270,275,0.2079
"Armenia","Bélgica","Mujeres","18 a 34",10,840,850,0.1019
"Azerbaijan","Bélgica","Mujeres","18 a 34",5,80,85,0.2307
"Bangladesh","Bélgica","Mujeres","18 a 34",0,45,45,0.1215
"Benin","Bélgica","Mujeres","18 a 34",20,20,40,0.1428
"Bhutan","Bélgica","Mujeres","18 a 34",0,5,5,0.655
"Bielorrusia","Bélgica","Mujeres","18 a 34",0,60,60,0.2161
"Bosnia y Herzegovina","Bélgica","Mujeres","18 a 34",0,190,190,0.0419
"Bulgaria","Bélgica","Mujeres","18 a 34",0,55,55,0
"Burkina Faso","Bélgica","Mujeres","18 a 34",25,55,80,0.205
"Burundi","Bélgica","Mujeres","18 a 34",70,200,270,0.4288
"Camerún","Bélgica","Mujeres","18 a 34",145,500,645,0.2922
"Chad","Bélgica","Mujeres","18 a 34",0,5,5,0.3423
"China (incluye Hong Kong)","Bélgica","Mujeres","18 a 34",270,160,430,0.3081
"Congo","Bélgica","Mujeres","18 a 34",0,30,30,0.2841
"Corea del Norte","Bélgica","Mujeres","18 a 34",15,25,40,0.4886
"Costa de Marfil","Bélgica","Mujeres","18 a 34",45,150,195,0.3072
"Croacia","Bélgica","Mujeres","18 a 34",0,15,15,0.0344
"Desconocido","Bélgica","Mujeres","18 a 34",65,75,140,0.4056
"Djibouti","Bélgica","Mujeres","18 a 34",35,60,95,0.4483
"Dominica","Bélgica","Mujeres","18 a 34",0,5,5,0
"Egipto","Bélgica","Mujeres","18 a 34",5,15,20,0.2919
"El Salvador","Bélgica","Mujeres","18 a 34",5,5,10,0.1677
"Eritrea","Bélgica","Mujeres","18 a 34",70,45,115,0.8457
"Eslovaquia","Bélgica","Mujeres","18 a 34",0,150,150,0
"Etiopía","Bélgica","Mujeres","18 a 34",15,75,90,0.4488
"Gabón","Bélgica","Mujeres","18 a 34",5,0,5,0.1361
"Gambia","Bélgica","Mujeres","18 a 34",5,30,35,0.2053
"Georgia","Bélgica","Mujeres","18 a 34",5,215,220,0.0461
"Ghana","Bélgica","Mujeres","18 a 34",0,30,30,0.2067
"Guatemala","Bélgica","Mujeres","18 a 34",0,5,5,0.1134
"Guinea","Bélgica","Mujeres","18 a 34",1170,1560,2730,0.3781
"Hungría","Bélgica","Mujeres","18 a 34",0,40,40,0
"India","Bélgica","Mujeres","18 a 34",0,25,25,0.0316
"Irán","Bélgica","Mujeres","18 a 34",145,290,435,0.6221
"Iraq","Bélgica","Mujeres","18 a 34",400,280,680,0.7028
"Jordán","Bélgica","Mujeres","18 a 34",5,10,15,0.2233
"Kazakhstan","Bélgica","Mujeres","18 a 34",5,110,115,0.1255
"Kenya","Bélgica","Mujeres","18 a 34",20,115,135,0.1625
"Kosovo","Bélgica","Mujeres","18 a 34",95,985,1080,0.076
"Kyrgyzstan","Bélgica","Mujeres","18 a 34",10,60,70,0.1401
"Líbano","Bélgica","Mujeres","18 a 34",0,50,50,0.1203
"Liberia","Bélgica","Mujeres","18 a 34",10,20,30,0.1973
"Libia","Bélgica","Mujeres","18 a 34",5,0,5,0.3664
"Macedonia","Bélgica","Mujeres","18 a 34",15,390,405,0.0068
"Madagascar","Bélgica","Mujeres","18 a 34",0,5,5,0.134
"Mali","Bélgica","Mujeres","18 a 34",15,25,40,0.3899
"Marruecos","Bélgica","Mujeres","18 a 34",5,50,55,0.0909
"Mauricio","Bélgica","Mujeres","18 a 34",0,5,5,0.0628
"Mauritania","Bélgica","Mujeres","18 a 34",30,50,80,0.249
"Moldavia","Bélgica","Mujeres","18 a 34",0,10,10,0.0413
"Mongolia","Bélgica","Mujeres","18 a 34",0,65,65,0.0461
"Montenegro","Bélgica","Mujeres","18 a 34",0,45,45,0.0159
"Nepal","Bélgica","Mujeres","18 a 34",0,150,150,0.1661
"Níger","Bélgica","Mujeres","18 a 34",30,35,65,0.2775
"Nigeria","Bélgica","Mujeres","18 a 34",5,150,155,0.1437
"Pakistán","Bélgica","Mujeres","18 a 34",10,115,125,0.2194
"Rep. Dem. Congo","Bélgica","Mujeres","18 a 34",350,1865,2215,0.2753
"República Centroafricana","Bélgica","Mujeres","18 a 34",10,0,10,0.7334
"República Checa","Bélgica","Mujeres","18 a 34",0,20,20,0
"Ruanda","Bélgica","Mujeres","18 a 34",185,560,745,0.5045
"Rumanía","Bélgica","Mujeres","18 a 34",0,55,55,0.0167
"Rusia","Bélgica","Mujeres","18 a 34",390,1740,2130,0.2394
"Senegal","Bélgica","Mujeres","18 a 34",60,190,250,0.2267
"Serbia","Bélgica","Mujeres","18 a 34",90,770,860,0.0345
"Sierra Leona","Bélgica","Mujeres","18 a 34",10,55,65,0.3432
"Siria","Bélgica","Mujeres","18 a 34",525,65,590,0.9129
"Somalia","Bélgica","Mujeres","18 a 34",185,180,365,0.762
"Sri Lanka","Bélgica","Mujeres","18 a 34",55,60,115,0.4103
"Sudán","Bélgica","Mujeres","18 a 34",20,30,50,0.594
"Tanzania","Bélgica","Mujeres","18 a 34",15,85,100,0.1317
"Togo","Bélgica","Mujeres","18 a 34",50,195,245,0.247
"Túnez","Bélgica","Mujeres","18 a 34",0,10,10,0.0435
"Turquía","Bélgica","Mujeres","18 a 34",60,195,255,0.2215
"Ucrania","Bélgica","Mujeres","18 a 34",0,90,90,0.1079
"Uganda","Bélgica","Mujeres","18 a 34",10,40,50,0.5281
"Uzbekistán","Bélgica","Mujeres","18 a 34",5,15,20,0.2219
"Vietnam","Bélgica","Mujeres","18 a 34",0,5,5,0.0904
"Yemen","Bélgica","Mujeres","18 a 34",0,5,5,0.5016
"Afganistán","Bulgaria","Mujeres","18 a 34",20,5,25,0.6879
"Apátrida","Bulgaria","Mujeres","18 a 34",85,25,110,0.8364
"Armenia","Bulgaria","Mujeres","18 a 34",0,30,30,0.1439
"Irán","Bulgaria","Mujeres","18 a 34",0,10,10,0.7092
"Iraq","Bulgaria","Mujeres","18 a 34",95,45,140,0.778
"Ruanda","Bulgaria","Mujeres","18 a 34",0,5,5,0.6014
"Siria","Bulgaria","Mujeres","18 a 34",1145,5,1150,0.9395
"Somalia","Bulgaria","Mujeres","18 a 34",10,5,15,0.8259
"Armenia","Chipre","Mujeres","18 a 34",0,15,15,0.0459
"Bangladesh","Chipre","Mujeres","18 a 34",0,10,10,0.0554
"Camerún","Chipre","Mujeres","18 a 34",0,40,40,0.149
"China (incluye Hong Kong)","Chipre","Mujeres","18 a 34",0,75,75,0.1589
"Congo","Chipre","Mujeres","18 a 34",0,5,5,0.1441
"Egipto","Chipre","Mujeres","18 a 34",0,50,50,0.1489
"Etiopía","Chipre","Mujeres","18 a 34",0,15,15,0.2567
"Filipinas","Chipre","Mujeres","18 a 34",0,90,90,0
"Georgia","Chipre","Mujeres","18 a 34",0,40,40,0.0201
"Ghana","Chipre","Mujeres","18 a 34",0,5,5,0.0996
"India","Chipre","Mujeres","18 a 34",0,115,115,0.0136
"Indonesia","Chipre","Mujeres","18 a 34",0,5,5,0
"Irán","Chipre","Mujeres","18 a 34",0,70,70,0.4112
"Iraq","Chipre","Mujeres","18 a 34",55,40,95,0.5008
"Israel","Chipre","Mujeres","18 a 34",0,5,5,0.0147
"Líbano","Chipre","Mujeres","18 a 34",0,10,10,0.0549
"Mali","Chipre","Mujeres","18 a 34",0,5,5,0.2133
"Marruecos","Chipre","Mujeres","18 a 34",0,5,5,0.0407
"Moldavia","Chipre","Mujeres","18 a 34",0,20,20,0.0179
"Mongolia","Chipre","Mujeres","18 a 34",0,15,15,0.0201
"Nepal","Chipre","Mujeres","18 a 34",0,40,40,0.0779
"Nigeria","Chipre","Mujeres","18 a 34",0,10,10,0.0664
"Pakistán","Chipre","Mujeres","18 a 34",0,5,5,0.1065
"Palestina","Chipre","Mujeres","18 a 34",140,65,205,0.5445
"Qatar","Chipre","Mujeres","18 a 34",0,5,5,0
"Rep. Dem. Congo","Chipre","Mujeres","18 a 34",0,5,5,0.1388
"Rusia","Chipre","Mujeres","18 a 34",0,15,15,0.1178
"Siria","Chipre","Mujeres","18 a 34",125,65,190,0.8164
"Somalia","Chipre","Mujeres","18 a 34",5,0,5,0.576
"Sri Lanka","Chipre","Mujeres","18 a 34",0,165,165,0.2279
"Turquía","Chipre","Mujeres","18 a 34",10,25,35,0.1077
"Ucrania","Chipre","Mujeres","18 a 34",0,25,25,0.0488
"Uzbekistán","Chipre","Mujeres","18 a 34",0,5,5,0.1079
"Vietnam","Chipre","Mujeres","18 a 34",0,390,390,0.0404
"Yemen","Chipre","Mujeres","18 a 34",10,0,10,0.2993
"Somalia","Croacia","Mujeres","18 a 34",0,5,5,0.3491
"Afganistán","Dinamarca","Mujeres","18 a 34",165,320,485,0.5167
"Albania","Dinamarca","Mujeres","18 a 34",0,15,15,0.0854
"Apátrida","Dinamarca","Mujeres","18 a 34",95,20,115,0.7126
"Armenia","Dinamarca","Mujeres","18 a 34",0,50,50,0.0754
"Azerbaijan","Dinamarca","Mujeres","18 a 34",0,10,10,0.1773
"Bangladesh","Dinamarca","Mujeres","18 a 34",0,5,5,0.0904
"Bielorrusia","Dinamarca","Mujeres","18 a 34",0,15,15,0.1654
"Bosnia y Herzegovina","Dinamarca","Mujeres","18 a 34",5,15,20,0.0305
"Bulgaria","Dinamarca","Mujeres","18 a 34",0,5,5,0
"Camerún","Dinamarca","Mujeres","18 a 34",0,5,5,0.2288
"China (incluye Hong Kong)","Dinamarca","Mujeres","18 a 34",0,20,20,0.2424
"Costa de Marfil","Dinamarca","Mujeres","18 a 34",0,5,5,0.2417
"Desconocido","Dinamarca","Mujeres","18 a 34",0,5,5,0.329
"Egipto","Dinamarca","Mujeres","18 a 34",0,10,10,0.2286
"Eritrea","Dinamarca","Mujeres","18 a 34",50,10,60,0.7976
"Etiopía","Dinamarca","Mujeres","18 a 34",5,25,30,0.3691
"Georgia","Dinamarca","Mujeres","18 a 34",0,20,20,0.0336
"Ghana","Dinamarca","Mujeres","18 a 34",0,5,5,0.1577
"India","Dinamarca","Mujeres","18 a 34",0,5,5,0.0229
"Irán","Dinamarca","Mujeres","18 a 34",175,150,325,0.5419
"Iraq","Dinamarca","Mujeres","18 a 34",45,80,125,0.6296
"Jordán","Dinamarca","Mujeres","18 a 34",0,5,5,0.1712
"Kenya","Dinamarca","Mujeres","18 a 34",0,5,5,0.1224
"Kosovo","Dinamarca","Mujeres","18 a 34",20,100,120,0.0558
"Líbano","Dinamarca","Mujeres","18 a 34",0,5,5,0.0895
